transaction_id,src,trg,balance_before,balance_after
10,030dff591fa1b0b4f9e31f4ef595624d6bf0e55a51bbb6949fe337de19c4033c1a,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,12966.248996247854,2966.248996247854
11,03f47ba61341a704b0910b6d1fc8a938bb97152e8df94dfc142816d2721b5d5c73,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,11461.71996528878,1461.7199652887793
13,02396bf51e81f8f67eaca3652271b4fe8d3f57bedb9578af711606391c5c66760e,021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9,16338.695896730704,6338.695896730704
21,02be74b7d8233ddebe1e4d6d76b7887706f091653c7b84abc4a9ee9fcdd4e9512f,02c397cafee99ff94f53ce9ef372b0fc4e8e33cf6ef1f4730aee2b245139e26943,14947.34140532603,4947.341405326029
38,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,03b9aacb265dc5ebde04b91b28f7c8bb6ba0af146e5f37426915742daf8f195a09,11364.506206061895,1364.5062060618948
40,02510b96fb0f56fe304ea8e85c7929a8217da0e3d28d8139dd2b423d8928342177,03639804a62c8ec893c69076e905a70d4d5140b80ba2ef3b96b1449af8098eac07,18898.28178165603,8898.281781656031
60,03d70cdb68c4cb0a5843675d9a17fa6a44b06ce808dab3608f6175ba10136aef58,02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,13129.419574617996,3129.4195746179957
72,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815,17467.90228723168,7467.902287231678
79,0352202545da26d42af1268fbf30a9c2ac20f08c417e9f9c430a4bd3b1f82c79ea,03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,14675.849300084004,4675.849300084004
87,029e03d02931635062c72abee8499cc530f173b1df50f9532dcc5c38f45198c74b,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,10842.422366166826,842.4223661668257
94,03ca86cf2969f79f2b7822143fc7428474216a1ee434950b2570c776f30909488e,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,12832.076636918455,2832.076636918455
154,02dd464d8c802ce9bcc07952b3390981bb4b704b863e6ae87434ae056b697f3659,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,18907.745405733716,8907.745405733716
181,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,03f2d334ab70d50623c889400941dc80874f38498e7d09029af0f701d7089aa516,14931.083001877767,4931.083001877767
184,02ffbbdaf2125d93940c9d1ca00e9296de1843f27449ea0b31806b92135a0b4369,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,13823.51254384756,3823.5125438475607
